Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"Tanah Kawasan Petojo, Luas 267m², Kawasan Bisnis","Rp5,25 Miliar Total","Harga per m² Rp.19,6 Juta",LT267 m²,SHM,,,,"Petojo, Jakarta Pusat",Jakarta Pusat,Petojo,
,"Tanah di Gajah Mada, Luas 3593m², Dekat Jalan Raya",Rp127 Miliar Total,lebih hemat,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"LOKASI PREMIUM! Tanah di Senen, Luas 2035m², Cocok untuk Investasi",Rp173 Miliar Total,Harga per m² Rp.85 Juta,LT2035 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah Kawasan Cideng, Luas 956m², Lokasi Potensial",Rp60 Miliar Total,"Harga per m² Rp.62,7 Juta",LT956 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Area Potensial di Senen, Luas 4241m², Dekat ke Fasilitas Umum",Rp169 Miliar Total,Harga per m² Rp.40 Juta,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah di Petojo, Luas 460m², Kawasan Bisnis",Rp16 Miliar Total,"Harga per m² Rp.34,7 Juta",LT460 m²,SHM,,,,"Petojo, Jakarta Pusat",Jakarta Pusat,Petojo,
,"Jual Tanah Area Prospektif Kawasan Johar Baru, Luas 650m², Dekat Johar Baru, Jakarta Pusat, Jakarta Pusat",Rp11 Miliar Total,"Harga per m² Rp.16,9 Juta",LT650 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"HARGA MENARIK! Tanah Kawasan Glodok, Luas 670m², Area Nyaman, Bebas Banjir",Rp9 Miliar Total,"Harga per m² Rp.13,4 Juta",LT670 m²,SHM,,,,"Glodok, Jakarta Pusat",Jakarta Pusat,Glodok,
,"Tanah Strategis di Menteng, Luas 398m², Cocok untuk Perumahan","Rp79,6 Miliar Total",Harga per m² Rp.20 Miliar,LT398 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Lokasi Prima di Menteng, Luas 2975m², Kawasan Asri, Akses Menteng, Jakarta Pusat, Jakarta Pusat",Rp297 Miliar Total,Harga per m² Rp.100 Juta,LT2975 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Lokasi Prima Kawasan Menteng, Luas 870m², Kawasan Asri, Dekat Menteng, Jakarta Pusat, Jakarta Pusat",Rp77 Juta Total,"Harga per m² Rp.88,5 Ribu",LT870 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Menteng, Luas 267m², Dekat Menteng, Jakarta Pusat, Jakarta Pusat",Rp24 Miliar Total,Harga per m² Rp.90 Juta,LT267 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Menteng, Luas 717m², Lokasi Premium","Rp57,3 Miliar Total",Harga per m² Rp.80 Juta,LT717 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA MENARIK! Tanah Kawasan Menteng, Luas 795m², Kawasan Potensial, Bebas Longsor",Rp56 Miliar Total,"Harga per m² Rp.70,4 Juta",LT795 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Menteng, Luas 716m², Area Potensial, Akses Menteng, Jakarta Pusat, Jakarta Pusat","Rp53,7 Miliar Total",Harga per m² Rp.75 Juta,LT716 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Jual Tanah Kawasan Menteng, Luas 891m², Akses Strategis","Rp57,5 Miliar Total","Harga per m² Rp.64,5 Juta",LT891 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"PRIME LOCATION! Tanah di Menteng, Luas 750m², Cocok untuk Investasi","Rp42,7 Miliar Total",lebih hemat,LT750 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Senen, Luas 596m², Dekat Senen, Jakarta Pusat, Jakarta Pusat",Rp10 Miliar Total,lebih hemat,LT596 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah di Cempaka Putih, Luas 336m², Lokasi Strategis, Kawasan Asri","Rp5,04 Miliar Total",lebih hemat,LT336 m²,HGB,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA MENARIK! Tanah di Bendungan Hilir, Luas 500m², Lingkungan Asri",Rp23 Miliar Total,Harga per m² Rp.46 Juta,LT500 m²,SHM,,,,"Bendungan Hilir, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Tanah Lokasi Strategis di Gambir, Luas 215m², Kawasan Nyaman, Akses Gambir, Jakarta Pusat, Jakarta Pusat","Rp6,9 Miliar Total",Harga per m² Rp.32 Juta,LT215 m²,SHM,,,,"Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"Jual Tanah di Senen, Luas 170m², Lokasi Potensial","Rp2,97 Miliar Total","Harga per m² Rp.17,5 Juta",LT170 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"POTENSIAL! Tanah di Cempaka Putih, Luas 250m², Area Berkembang",Rp4 Miliar Total,Harga per m² Rp.16 Juta,LT250 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Area Berkembang di Bendungan Hilir, Luas 270m2m², Ideal untuk Usaha","Rp4,86 Triliun Total",Harga per m² Rp.18 Miliar,LT270 m²,SHM,,,,"Bendungan Hilir, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Tanah Strategis di Gajah Mada, Luas 270m², Dekat Gajah Mada, Jakarta Pusat, Jakarta Pusat","Rp5,8 Miliar Total","Harga per m² Rp.21,4 Juta",LT270 m²,Lainnya,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Jual Tanah Lokasi Strategis di Menteng Atas, Luas 361m², Akses Transportasi","Rp7,5 Miliar Total","Harga per m² Rp.20,7 Juta",LT361 m²,SHM,,,,"Menteng Atas, Jakarta Pusat",Jakarta Pusat,Menteng Atas,
,"PROSPEKTIF! Tanah di Tanah Abang, Luas 490m2m², Lokasi Strategis",Rp21 Miliar Total,lebih hemat,LT490 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"LOKASI STRATEGIS! Tanah di Pejompongan, Luas 438m², Area Nyaman, Cocok untuk Investasi",Rp16 Miliar Total,"Harga per m² Rp.36,5 Juta",LT438 m²,SHM,,,,"Pejompongan, Jakarta Pusat",Jakarta Pusat,Pejompongan,
,"AREA PROSPEKTIF! Tanah di Johar Baru, Luas 300m², Akses Transportasi","Rp5,4 Miliar Total",Harga per m² Rp.18 Juta,LT300 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah Kawasan Menteng, Luas 657m², Sertifikat SHM, Dekat Menteng, Jakarta Pusat, Jakarta Pusat","Rp44,6 Miliar Total",lebih hemat,LT657 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah di Kemayoran, Luas 1400m², Lingkungan Asri",Rp42 Miliar Total,Harga per m² Rp.30 Juta,LT1400 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Lokasi Strategis di Kartini, Luas 156m², Dekat ke Pusat Kota","Rp2,5 Miliar Total",Harga per m² Rp.16 Juta,LT156 m²,Lainnya,,,,"Kartini, Jakarta Pusat",Jakarta Pusat,sawah besar,
,"Tanah Kawasan Tanah Abang, Luas 1163m², Area Potensial, Lingkungan Nyaman, Kontur Datar","Rp12,5 Miliar Total","Harga per m² Rp.10,7 Juta",LT1163 m²,Lainnya,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah Lokasi Strategis Kawasan Senen, Luas 428m², Akses ke Pusat Kota, Dekat Senen, Jakarta Pusat, Jakarta Pusat","Rp19,2 Miliar Total","Harga per m² Rp.4,5 Miliar",LT428 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Kawasan Tanah Abang, Luas 598m², Kawasan Prospektif, Dekat Tanah Abang, Jakarta Pusat, Jakarta Pusat",Rp24 Miliar Total,lebih hemat,LT598 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah Lokasi Potensial di Menteng Atas, Luas 480m², Dekat ke Pusat Kota",Rp11 Miliar Total,"Harga per m² Rp.22,9 Juta",LT480 m²,SHM,,,,"Menteng Atas, Jakarta Pusat",Jakarta Pusat,Menteng Atas,
,"HARGA TERBAIK! Tanah Kawasan Pangeran Jayakarta, Luas 21190m², Akses Jalan Utama, Cocok untuk Investasi",Rp572 Miliar Total,Harga per m² Rp.27 Juta,LT21190 m²,SHM,,,,"Pangeran Jayakarta, Jakarta Pusat",Jakarta Pusat,Pangeran Jayakarta,
,"AREA PROSPEKTIF! Tanah di Cempaka Putih, Luas 8118m², Dekat Transportasi",Rp300 Miliar Total,lebih hemat,LT8118 m²,Lainnya,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah di Menteng, Luas 484m², Area Berkembang",Rp17 Miliar Total,lebih hemat,LT484 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA MENARIK! Tanah Kawasan Gambir, Luas 200m², Kawasan Potensial","Rp5,5 Miliar Total","Harga per m² Rp.27,5 Juta",LT200 m²,SHM,,,,"Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah di Gajah Mada, Luas 13593m², Kawasan Bisnis",Rp145 Miliar Total,"Harga per m² Rp.10,6 Juta",LT13593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Tanah Lokasi Strategis Kawasan Senen, Luas 4241m², Akses ke Pusat Kota, Akses Senen, Jakarta Pusat, Jakarta Pusat",Rp152 Miliar Total,Harga per m² Rp.36 Juta,LT4241 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah Kawasan Bisnis Kawasan Menteng, Luas 5620m², Cocok untuk Pengembangan",Rp400 Miliar Total,"Harga per m² Rp.71,1 Juta",LT5620 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Menteng, Luas 156m², Akses Jalan Utama","Rp8,5 Miliar Total","Harga per m² Rp.54,4 Juta",LT156 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Gajah Mada, Luas 535m², Lokasi Strategis, Potensi Bagus",Rp16 Miliar Total,Harga per m² Rp.30 Juta,LT535 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Tanah Potensial di Senen, Luas 1849m², Pinggir Jalan","Rp54,5 Miliar Total","Harga per m² Rp.29,5 Juta",LT1849 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Kawasan Bisnis Kawasan Kemayoran, Luas 1857m², Cocok untuk Pengembangan","Rp65, Miliar Total",Harga per m² Rp.35 Juta,LT1857 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Dijual Tanah Kawasan Menteng, Luas 1012m², Kawasan Nyaman",Rp103 Miliar Total,Harga per m² Rp.101 Juta,LT1012 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Bisnis di Cideng, Luas 180m², Akses Mudah","Rp4,5 Miliar Total",Harga per m² Rp.25 Juta,LT180 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Kawasan Menteng, Luas 398m², Akses Jalan Raya, Area Berkembang","Rp19,9 Miliar Total",Harga per m² Rp.50 Juta,LT398 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Area Prospektif di Menteng, Luas 741m², Akses ke Fasilitas Umum, Akses Menteng, Jakarta Pusat, Jakarta Pusat",Rp36 Miliar Total,lebih hemat,LT741 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Jual Tanah Kawasan Johar Baru, Luas 300m², Dekat Fasilitas Umum","Rp5,1 Miliar Total",Harga per m² Rp.17 Juta,LT300 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah di Johar Baru, Luas 300m², Dekat Jalan Raya, Area Prospektif","Rp5,3 Miliar Total","Harga per m² Rp.17,6 Juta",LT300 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"LOKASI STRATEGIS! Tanah Kawasan Kemayoran, Luas 1058m², Lokasi Potensial, Cocok untuk Hunian",Rp25 Miliar Total,"Harga per m² Rp.23,6 Juta",LT1058 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Bisnis Kawasan Senen, Luas 4241m², Akses Mudah",Rp40 Juta Total,"Harga per m² Rp.9,43 Ribu",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"HOT DEAL! Tanah Kawasan Gambir, Luas 4241m², Area Strategis",Rp169 Miliar Total,Harga per m² Rp.40 Juta,LT4241 m²,Lainnya,,,,"Bungur, Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"Dijual Tanah Kawasan Kemayoran, Luas 146m², Area Strategis","Rp2,92 Miliar Total",Harga per m² Rp.20 Juta,LT146 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Kawasan Gajah Mada, Luas 270m², Lokasi Strategis, Lingkungan Asri, Kontur Datar","Rp5,8 Miliar Total","Harga per m² Rp.21,4 Juta",LT270 m²,Lainnya,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"LOKASI PREMIUM! Tanah Kawasan Menteng, Luas 398m², Akses Strategis","Rp19,9 Miliar Total",Harga per m² Rp.50 Juta,LT398 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Kemayoran, Luas 950m², Lokasi Strategis, Kawasan Nyaman, Kontur Datar",Rp10 Miliar Total,"Harga per m² Rp.10,5 Juta",LT950 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Lokasi Strategis di Tanah Abang, Luas 400m², Dekat ke Fasilitas, Lingkungan Nyaman","Rp12,5 Miliar Total",lebih hemat,LT400 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Dijual Tanah Area Berkembang Kawasan Kemayoran, Luas 1058m², Dekat Kemayoran, Jakarta Pusat, Jakarta Pusat",Rp25 Miliar Total,"Harga per m² Rp.23,6 Juta",LT1058 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"POTENSIAL! Tanah Kawasan Pasar Baru, Luas 621m², Lokasi Strategis","Rp38,5 Miliar Total","Harga per m² Rp.62, Juta",LT621 m²,HGB,,,,"Pasar Baru, Jakarta Pusat",Jakarta Pusat,sawah besar,
,"Dijual Tanah di Pangeran Jayakarta, Luas 462m², Lingkungan Nyaman, Kontur Rata","Rp16,6 Miliar Total","Harga per m² Rp.35,9 Juta",LT462 m²,SHM,,,,"Pangeran Jayakarta, Jakarta Pusat",Jakarta Pusat,Pangeran Jayakarta,
,"For Sale Tanah Kawasan Menteng, Luas 647m², Akses Menteng, Jakarta Pusat, Jakarta Pusat","Rp15,5 Miliar Total","Harga per m² Rp.23,9 Juta",LT647 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Area Berkembang di Senen, Luas 1560m², Ideal untuk Bisnis",Rp68 Miliar Total,Harga per m² Rp.0 Ribu,LT1560 m²,Lain-lain,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Area Potensial di Pasar Baru, Luas 600m², Kawasan Asri, Dekat Pasar Baru, Jakarta Pusat, Jakarta Pusat","Rp38,5 Miliar Total","Harga per m² Rp.64,1 Juta",LT600 m²,Lainnya,,,,"Pasar Baru, Jakarta Pusat",Jakarta Pusat,sawah besar,
,"For Sale Tanah di Senen, Luas 582m², Akses Senen, Jakarta Pusat, Jakarta Pusat","Rp25,5 Miliar Total","Harga per m² Rp.43,8 Juta",LT582 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"LOKASI PREMIUM! Tanah di Cempaka Putih, Luas 992m², Cocok untuk Investasi","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Dijual Tanah Lokasi Prima Kawasan Gambir, Luas 300m², Akses Gambir, Jakarta Pusat, Jakarta Pusat",Rp8 Miliar Total,"Harga per m² Rp.26,6 Juta",LT300 m²,SHM,,,,"Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah di Cempaka Putih, Luas 8118m², Jalur Mudah",Rp324 Miliar Total,Harga per m² Rp.40 Juta,LT8118 m²,Lainnya,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"LOKASI PREMIUM! Tanah di Pangeran Jayakarta, Luas 462m², Cocok untuk Investasi","Rp76,6 Miliar Total","Harga per m² Rp.16,6 Miliar",LT462 m²,SHM,,,,"Pangeran Jayakarta, Jakarta Pusat",Jakarta Pusat,Pangeran Jayakarta,
,"HARGA TERBAIK! Tanah di Cikini, Luas 1075m², Lokasi Strategis","Rp27,5 Miliar Total",lebih hemat,LT1075 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Cideng, Luas 267m², Jalur Mudah, Area Berkembang","Rp5,2 Miliar Total",lebih hemat,LT267 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Strategis di Cempaka Putih, Luas 401m², Cocok untuk Perumahan",Rp10 Miliar Total,"Harga per m² Rp.24,9 Juta",LT401 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Area Potensial di Kramat, Luas 1075m², Kawasan Nyaman, Dekat Kramat, Jakarta Pusat, Jakarta Pusat","Rp26,8 Miliar Total",Harga per m² Rp.25 Juta,LT1075 m²,SHM,,,,"Kramat, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Bisnis Kawasan Gunung Sahari, Luas 316m², Akses Mudah","Rp6,63 Miliar Total",Harga per m² Rp.21 Juta,LT316 m²,SHM,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"Tanah Strategis di Menteng, Luas 2975m², Dekat Menteng, Jakarta Pusat, Jakarta Pusat",Rp297 Miliar Total,Harga per m² Rp.100 Juta,LT2975 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Bisnis Kawasan Johar Baru, Luas 566m², Ideal untuk Usaha","Rp3,67 Triliun Total","Harga per m² Rp.6,5 Miliar",LT566 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Dijual Tanah Kawasan Cideng, Luas 460m², Lokasi Potensial",Rp18 Miliar Total,"Harga per m² Rp.39,1 Juta",LT460 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Potensial di Bendungan Hilir, Luas 462m², Pinggir Jalan",Rp110 Miliar Total,Harga per m² Rp.24 Miliar,LT462 m²,SHM,,,,"Bendungan Hilir, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"LOKASI STRATEGIS! Tanah di Senen, Luas 4241m², Lingkungan Asri, Cocok untuk Investasi",Rp140 Miliar Total,lebih hemat,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"PRIME LOCATION! Tanah di Menteng, Luas 1000m², Cocok untuk Investasi",Rp115 Miliar Total,Harga per m² Rp.115 Juta,LT1000 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Jual Tanah Area Premium di Senen, Luas 4214m², Prospek Tinggi",Rp140 Miliar Total,lebih hemat,LT4214 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah di Menteng, Luas 2975m², Area Berkembang",Rp297 Miliar Total,Harga per m² Rp.100 Juta,LT2975 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Kawasan Cikini, Luas 1075m², Lokasi Strategis","Rp27,5 Miliar Total","Harga per m² Rp.25,5 Juta",LT1075 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Cempaka Putih, Luas 756m², Lokasi Premium","Rp11,3 Miliar Total",lebih hemat,LT756 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Lokasi Strategis Kawasan Johar Baru, Luas 300m², Akses ke Fasilitas Umum, Dekat Johar Baru, Jakarta Pusat, Jakarta Pusat","Rp5,4 Miliar Total",Harga per m² Rp.18 Juta,LT300 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah Kawasan Tanah Abang, Luas 519m2m², Akses Jalan Utama","Rp59,6 Miliar Total",Harga per m² Rp.115 Juta,LT519 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah Area Potensial Kawasan Gajah Mada, Luas 288m², Akses ke Fasilitas Umum","Rp8,64 Miliar Total",Harga per m² Rp.30 Juta,LT288 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Dijual Tanah Area Berkembang di Pangeran Jayakarta, Luas 726m², Dekat Pangeran Jayakarta, Jakarta Pusat, Jakarta Pusat","Rp23,2 Miliar Total",Harga per m² Rp.32 Juta,LT726 m²,Lainnya,,,,"Pangeran Jayakarta, Jakarta Pusat",Jakarta Pusat,Pangeran Jayakarta,
,"Jual Tanah Lokasi Prima di Hayam Wuruk, Luas 3800m², Dekat Hayam Wuruk, Jakarta Pusat, Jakarta Pusat","Rp2,47 Miliar Total",Harga per m² Rp.65 Juta,LT3800 m²,Lainnya,,,,"Hayam Wuruk, Jakarta Pusat",Jakarta Pusat,Hayam Wuruk,
,"Tanah Area Prospektif di Menteng, Luas 398m², Dekat ke Fasilitas Umum, Akses Menteng, Jakarta Pusat, Jakarta Pusat","Rp19,9 Miliar Total",Harga per m² Rp.50 Juta,LT398 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"AREA PROSPEKTIF! Tanah di Menteng, Luas 526m², Akses Fasilitas Umum","Rp47,3 Miliar Total",Harga per m² Rp.90 Juta,LT526 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Jual Tanah di Senayan, Luas 1429m², Kawasan Nyaman, Kontur Datar",Rp115 Miliar Total,"Harga per m² Rp.80,4 Juta",LT1429 m²,SHM,,,,"Senayan, Jakarta Pusat",Jakarta Pusat,Senayan,
,"HARGA MENARIK! Tanah Kawasan Menteng, Luas 518m², Kawasan Potensial",Rp36 Miliar Total,"Harga per m² Rp.69,5 Juta",LT518 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Menteng, Luas 1006m², Lokasi Strategis, Prospek Bagus","Rp37,2 Triliun Total",Harga per m² Rp.37 Miliar,LT1006 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA TERBAIK! Tanah Kawasan Menteng, Luas 657m², Area Potensial","Rp27,9 Triliun Total","Harga per m² Rp.42,5 Miliar",LT657 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Area Berkembang di Cikini, Luas 805m², Dekat Fasilitas Umum","Rp61,5 Triliun Total","Harga per m² Rp.76,4 Miliar",LT805 m²,Lainnya,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Kramat, Luas 962m², Kawasan Bisnis",Rp38 Miliar Total,"Harga per m² Rp.39,5 Juta",LT962 m²,SHM,,,,"Kramat, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Area Berkembang di Menteng, Luas 566m², Lingkungan Asri, Dekat Menteng, Jakarta Pusat, Jakarta Pusat","Rp19,8 Triliun Total",Harga per m² Rp.35 Miliar,LT566 m²,HGB,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA TERBAIK! Tanah di Kramat, Luas 1548m², Dekat Jalan Utama, Area Berkembang","Rp65,5 Miliar Total","Harga per m² Rp.42,3 Juta",LT1548 m²,SHM,,,,"Kramat, Jakarta Pusat",Jakarta Pusat,senen,
,"HOT DEAL! Tanah di Menteng, Luas 2975m², Lokasi Strategis",Rp297 Miliar Total,Harga per m² Rp.100 Juta,LT2975 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA TERBAIK! Tanah di Wahid Hasyim, Luas 1012m², Akses Jalan Utama, Area Berkembang",Rp116 Miliar Total,Harga per m² Rp.115 Juta,LT1012 m²,Lainnya,,,,"Wahid Hasyim, Jakarta Pusat",Jakarta Pusat,Wahid Hasyim,
,"Tanah Kawasan Komersial di Cempaka Putih, Luas 992m², Cocok untuk Investasi","Rp22,8 Miliar Total",Harga per m² Rp.23 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA TERBAIK! Tanah di Cempaka Putih, Luas 3667m², Lokasi Strategis","Rp4,36 Triliun Total",Harga per m² Rp.119 Miliar,LT3667 m²,Lainnya,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"For Sale Tanah Kawasan Senen, Luas 4241m², Dekat Senen, Jakarta Pusat, Jakarta Pusat",Rp169 Miliar Total,Harga per m² Rp.40 Juta,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Jual Tanah Kawasan Cempaka Putih, Luas 615m², Dekat Fasilitas Umum","Rp64,5 Miliar Total","Harga per m² Rp.10,5 Miliar",LT615 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"AREA PROSPEKTIF! Tanah Kawasan Menteng, Luas 2692m², Akses Fasilitas Umum",Rp155 Miliar Total,"Harga per m² Rp.57,5 Juta",LT2692 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Area Strategis di Kemayoran, Luas 1857m², Cocok untuk Investasi","Rp66,8 Miliar Total",Harga per m² Rp.36 Juta,LT1857 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
