Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
las8774051,Tanah Komersil Super Strategis Luas 2180m Di S. Parman Jakarta Barat,Rp 239 Miliar Total,Rp 110 Juta /m²,2180 m² (42x52m),HGB,42x52 m,Tanah,Dijual,"S Parman, Jakarta Barat",Jakarta Barat,S Parman,"Jual Tanah & Bangunan Komersial Super Strategis Di Letjen S. Parman, Jakarta Barat

L. Tanah : 2.180m² (52 x 42)
L. Bangunan : 1.262m²
SHGB 1 : 1.090m²
SHGB 2 : 1.090m²
Peruntukan : Office, Hotel, Apartemen
Tanah Kotak
Ijin bangun bisa sampai 9 lantai
Zona Komersial (K1 Ungu)
Hadap : Timur
Harga : Rp. 110.000.xxx/m² (exc PPN)

Informasi lengkap dan survei, hubungi :
MAYA (RE/MAX INDOLAND) 
Call/WA : 08128771xxxxRIC#"
las8906678,Rumah Hitung Tanah Komersil Pinggir Jalan Raya Ring 1,"Rp 4,2 Miliar Total",,157 m² (157x8m),SHM,157x8 m,Tanah,Dijual,"Tanah Kusir, Jakarta Selatan",Jakarta Selatan,Tanah Kusir,Rumah hitung tanah pinggir jalan raya komersil ring 1
las4193468,Tanah Hook Dijual Lokasi Strategis Duri Kepa Asem Lt 763m2,"Rp 7,6 Miliar Total",,763 m²,Lainnya,,Tanah,Dijual,"Kepa Duri, Jakarta Barat",Jakarta Barat,Kepa Duri,"Tanah Hook Dijual Lokasi Strategis
Cocok Untuk Bangun Beberapa Rumah Baru
Tanah di Duri Kepa Jakarta Barat

Luas tanah 763m2

Info lengkap dan survei hubungi:
Frisca 08138887xxxx
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami dari Google “Interpro Properti”

Update Properti dan Informasi cek:
Website: www.interpro.id
Instagram: @interpro.greenville / @interproid"
las8916420,Tanah/ Rumah Tua Hitung Tanah di Kramat Jati Condet Jakarta Timur,"Rp 1,5 Miliar Total",,165 m²,SHM,,Tanah,Dijual,"Kramat Jati, Jakarta Timur",Jakarta Timur,Kramat Jati,"Dijual Rumah Tua Hitung Tanah Lokasi Strategis - Kramat Jati, Jakarta Timur

Lokasi premium di Kramat Jati, Jakarta Timur, sangat dekat dengan Jl. Raya Condet, jarak 500 meter (2 menit mobil/motor, 7 menit jalan kaki).
Posisi hook dengan akses mobil, cocok untuk hunian, kontrakan/kos-kosan, atau toko online.

Spesifikasi:

Luas tanah: 165 m&#xb2;
Dimensi: 7,5 x 22 m
Legalitas: SHM
Orientasi: Hadap Timur

Keunggulan:
Posisi hook
Jalan masuk mobil, akses mudah
Lokasi dekat fasilitas umum: sekolah, pasar, rumah sakit, pusat perbelanjaan
Cocok untuk investasi jangka panjang maupun pembangunan baru

RWT/ US - MS"
las3982089,Kavling Siap Bangun Dekat Pintu Tol Veteran Strategis,Rp 10 Miliar Total,Rp 10 Juta /m²,1000 m² (27x37m),HGB,27x37 m,Tanah,Dijual,"Veteran, Jakarta Selatan",Jakarta Selatan,Veteran,"Harga Turun !!!
Kavling siap untuk dibangun aman nyaman bebas banjir, strategis 3 menit ke pintu tol Veteran, 7 menit ke Pondok Indah, 10 menit ke Gandaria City.
Tanah hadap timur"
Dijual,Tanah Strategis Akses Mobil Cocok Untuk Kontrakan & Usaha,"Rp 2,36 Miliar Total",Rp 6 Juta /m²,394 m² (26x15m),SHM,,26x15 m,Tanah,"Kalisari, Jakarta Timur",Jakarta Timur,Kalisari,"Dijual Tanah Strategis di Pekayon, Kalisari, Jakarta Timur 

✨ Spesifikasi:

Luas Tanah: 394 m²
Sertifikat Hak Milik (SHM)

Harga: Rp 6.000.000 per meter (Total: Rp 236400xxxx Nego

✨ Keunggulan Lokasi:

- Lingkungan sudah ramai penduduk
- Cocok untuk investasi, tempat usaha, kost/kontrakan atau hunian
- Jalan depan lebar, akses kendaraan mudah
- Dekat dengan fasilitas umum seperti pasar, sekolah, dan pusat perbelanjaan
- Akses strategis menuju jalan utama Jakarta Timur


✨ Bonus:
Sudah terdapat bangunan sederhana yang tersewa

Kontur tanah menurun, cocok untuk kontrakan/kos di bagian bawah.

Info lebih lanjut hubungi:
Janwar
08588391xxxx"
las3905462,"Gudang Peluru, Tebet. Dijual Tanah Kavling, Lokasi Sangat Strategis.","Rp 2,95 Miliar Total",,177 m² (10x18m),SHM,10x18 m,Tanah,Dijual,"Gudang Peluru, Jakarta Selatan",Jakarta Selatan,Gudang Peluru,"Dijual Tanah Kavling Siap Untuk Dibangun
Lokasi Sangat Strategis, 
Dekat ke Jl. Abdullah Syafei, Tebet.
Akses Jalan Raya, 
'Selangkah' ke Mal Kota Kasablanka.
Dimensi: 9,5m X ± 18m. 
Bebas Banjir
Harga nego"
las8854474,Rare Unit! Kavling Mewah Diamond Golf PIK Hoek Luas 650M2,"Rp 38,7 Miliar Total",Rp 60 Juta /m²,646 m²,PPJB,,Tanah,Dijual,"Pantai Indah Kapuk, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk,"Rare Unit!
Cluster Termewah di PIK!
Kavling Diamond Golf PIK
LT 646M2
Posisi Hoek

Harga Rp60juta/m2 negoo!

Ready Stock Kavling Diamond Golf:
-. 450M2 Badan
-. 700M2 Badan
-. 1.100M2 View Golf
-. 1.655M2 Hoek

Survey, WA/Call:
Aeron Renli
08123878xxxx
Avenue Property PIK"
las8741332,Dijual Cepat Kavling Hasyim Ashari Jakarta Pusat Lokasi Oke,Rp 75 Miliar Total,,1223 m² (40x30m),Lainnya,40x30 m,Tanah,Dijual,"Hasyim Ashari, Jakarta Pusat",Jakarta Pusat,Hasyim Ashari,"Kavling Hasyim Ashari Jakarta Pusat 
* Lt. 30 x 40.7 (1223 m2)
* Sertifikat HGB
* Posisi Di Hoek

* Harga Jual Rp. 75 Milyar (nego)

Jual Tanah Hasyim Ashari Jakarta Pusat Lokasi The Best, Kavling Dijual Hasyim Ashari Jakarta Pusat Lokasi Lingkungan Hidup, Dijual Tanah Hasyim Ashari Jakarta Pusat Harga Nego

Berminat Segera Hub :
Rustam Chen 0816 933 xxx / 0813 1588 3xxx"
las4055072,Kavling Badan Dijual Puri Indah Luas Tanah 395m2 Hadap Utara,"Rp 9,87 Miliar Total",Rp 25 Juta /m²,395 m²,Lainnya,,Tanah,Dijual,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Kavling Badan Hadap Utara Lt. 395m2 Puri Indah 

Lt. 395m2
Dimensi
Posisi Badan
Hadap Utara
PPJB 

Untuk informasi dan survey hubungi Frisca 08138887xxxxKosong 8 satu 3, triple 8, tujuh 3 tujuh, double delapan)

Tersedia juga rumah Puri Indah dan kavling Puri Indah berbagai ukuran


Agen Properti Puri Indah
Agen Properti Jakarta Barat
Frisca Chou  628138xxxxxxx
Instagram: @frisca.interpro
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

* Agen properti spesialis PURI INDAH Jakarta Barat
* Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
* Konsultasi harga pasar bersama Frisca
* Bonus foto profesional untuk properti anda (gratis)
* Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
las8946249,"Dijual Murah Lahan Gudang Multi Guna, Muara Baru - Potensi Bangun 22 Gudang",Rp 70 Miliar Total,,10220 m²,Lainnya,,Tanah,Dijual,"Muara Baru, Jakarta Utara",Jakarta Utara,Muara Baru,"DIJUAL LAHAN GUDANG – MUARA BARU, JAKARTA UTARA

Spesifikasi Properti:

Luas Tanah: 10.220 m²

Lokasi: Jl. Muara Baru, Penjaringan, Jakarta Utara

Potensi: Bisa dibangun ulang ±22 gudang

Cocok untuk: Gudang multi fungsi / investasi jangka panjang

Nilai Tambah:
1. Lokasi strategis di kawasan pergudangan Muara Baru
2. Akses mudah ke pelabuhan & pusat distribusi
3. Sangat prospektif untuk investor

Harga Jual:"
las8922655,"Kavling/Tanah siap bangun 648m2, Cluster nyaman Pantai Indah Kapuk PIK,NEGO!","Rp 20,7 Miliar Total",Rp 32 Juta /m²,648 m²,PPJB,,Tanah,Dijual,"Pantai Indah Kapuk, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk,"Kavling/Tanah siap bangun 648m2, Cluster nyaman Pantai Indah Kapuk PIK,NEGO!

Kelvin Yap
08227789xxxx"
las8764879,Dijual Tanah Di Jl.keutamaan Kota 214m2,"Rp 5,8 Miliar",,214 m²,HGB,,Tanah,Dijual,"Kota, Jakarta Barat",Jakarta Barat,Kota,"Luas tanah di serti 214 m2 
luas pbb 269 m2 
shgb 
hrg 5.8 M nego tipis"
las8955092,Rumah Lama Hitung Tanah Murah Di Kota Bambu Tomang Jalan 2 Mobil,Rp 3 Miliar Total,,284 m² (16x18m),HGB,16x18 m,Tanah,Dijual,"Kota Bambu Utara, Jakarta Barat",Jakarta Barat,Kota Bambu Utara,"DIJUAL
Rumah Lama Hitung Tanah Murah di Kota Bambu Tomang
Jalanan lebar 2 Mobil

Luas Tanah : 284 m2
uk. +/- 18m x 16m
Surat : HGB
Hadap : Barat
Jalanan 2 Mobil
Hadap Barat

Harga nego"
Tanah,Dijual Rumah Hitung Tanah Kavling Mutiara Kedoya,"Rp 51,3 Miliar Total",Rp 23 Juta /m²,2232 m² (49x40m),SHM,,49x40 m,Ada,"Mutiara Kedoya, Jakarta Barat",Jakarta Barat,Mutiara Kedoya,
las3691068,"TANAH SUNRISE GARDEN LT. 313 M2 [14x22.3] , GOOD DEAL Rp. 5,8M","Rp 5,8 Miliar Total",,313 m²,SHM,Ada,Tanah,Dijual,"Prima Kedoya, Jakarta Barat",Jakarta Barat,Prima Kedoya,"* * * *WANT TO SALE!* * * *
Jl.SURYA BARAT @SUNRISE GARDEN
LT = 313 M2 ( 14 x 22.3 ) ""SHM""
LB = 173 M2
Hadap = Selatan - Barat
PLN = 4400watt

*Dijual Murah sekali.. Good Deal 5,8M !!*

untuk Informasi - Transaksi - Survey hub : WENDY LIM - 0856728xxxx  

Apabila bpk/ibu sedang mencari Property Butuh bantuan untuk Memasarkan Property : 
( Gedung / Rumah/ Apartment / Ruko / Office Space / Tanah / Pabrik / Gudang / Hotel / Villa ) 
Please Contact Me : 
0856728xxxx Call / Whatsapp )"
las8892603,Dijual / Disewa Lahan Arjuna Jakarta Barat. Strategis Samping Tol Kebun Jeruk,"Rp 23,1 Miliar Total",Rp 19 Juta /m²,1218 m²,SHM,,Tanah,Dijual,"Arjuna Selatan, Jakarta Barat",Jakarta Barat,Arjuna Selatan,"Dijual / Disewa Lahan Strategis Kebon Jeruk Jakarta Barat

Pinggir jalan
Dekat gerbang Tol

Luas Tanah 1218 m²
Surat SHM
Ada pintu Belakang
Bentuk Ngantong (Hoki)

❌ JUAL 22 jt/m²
✅ TURUN HARGA 19 jt/m²

✅ SEWA 600 jt/Tahun

Joan Setiadi IN PRO
08211155xxxx"
las4226293,Jual Cepat Rumah Hitung Tanah Di Citra 1,Rp 2 Miliar Total,,150 m²,SHM,,Tanah,Dijual,"Kalideres, Jakarta Barat",Jakarta Barat,Kalideres,"Luas tanah 10x15
Hadap utara
Sangat cocok untuk yang ingin membangun rumah sesuai keinginan"
las2905089,Kavling Besar Puri Indah 625m2 Dekat Taman dan Jalan Lebar Kembangan,"Rp 13,7 Miliar Total",Rp 22 Juta /m²,625 m² (35x18m),Lainnya,35x18 m,Tanah,Dijual,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Kavling dijual
Puri Indah
Jakarta Barat

Luas tanah 625m2
Lebar 18m x 34.5m
Hadap Barat
Jalan Lebar
Dekat Taman
Sertifikat PPJB
Sertifikat HGB (Siap AJB)

Harga Tertera adalah harga m2

Hubungi 
Santi 08128920xxxx"
Dijual,"Tanah di Pasar Minggu, Jakarta Selatan 870 m² Bisa Culuster 5 S.d 6 Rumah","Rp 12,1 Miliar Total",Rp 14 Juta /m²,870 m² (34x25m),Lainnya,,34x25 m,Tanah,"Pasar Minggu, Jakarta Selatan",Jakarta Selatan,Pasar Minggu,"Dijual Rumah hitung Tanah
ID: uoj9afjlik
Harga: 10 Milyar
Dijual Rumah Hitung TANAH di Pasar Minggu, Harga 14.000.000.-/M2
Untuk investasi, Tanah di Pasar Minggu tersebut dapat dijadikan Cluster kecil untuk 5 atau 6 unit rumah karena lebar depan tanah cukup luas atau untuk pribadi dapat membuat kolam renang pribadi.
Jika rumah nya sementara mau dipakai masih bisa.   
Segera Marketing Anda untuk mendapatkan Tanah dengan speck sebagai berikut :
dengan spesifikasi sebagai berikut :
Luas Tanah 870 m2
Luas Bangunan :tidak dihitung
Sertifikat : SHM + IMB
Lebar Tanah : 25 m
Panjang : 34 m
Lebar Jalan Depan 2 Mobil
Selling Point :
- Berada dibelakang Komp. Deskes Pasar Minggu
- Dekat dengan Marlin Achery Sekolah Tinggi Perikanan Pasar minggu
- Dekat dengan Komplek Samudra Indonesia Pasar Minggu
Berminat? Hubungi
Mantun S Pakpahan
HP: 08138631xxxx
WA: 628138xxxxxxx
Web: https://gmpklik.com/mantunpakpahan
Link selengkapnya: https://gmpklik.com/uoj9afjlik-dijual-rumah-hitung-tanah.mantunpakpahan

Lihat selengkapnya"
las8963301,"Tanah 345 m2 SHM Duren Sawit, Jakarta Timur","Rp 2,8 Juta Total",,345 m²,SHM,,Tanah,Dijual,"Duren Sawit, Jakarta Timur",Jakarta Timur,Duren Sawit,"Tanah di Duren Sawit, Jakarta Timur.

Dijual di wilayah yang asri. Dengan kategorinya adalah sebagai berikut:
  - Sertifikat: SHM - Sertifikat Hak Milik

Dan properti ini juga terdepan karena:

  - Bebas Banjir.
  - Dekat Akses Bus Kota.
  - Dekat Akses LRT.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Dipinggiran kota.
  - Cocok Untuk Dijual Kembali.
  - Cocok Untuk Investasi.
  - Akses Jalan Muat 2 Mobil.
  - Properti Bisa Nego.
  - Hitungan Tanah Kavling.

Lokasi tanah berikut dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 2.800.000, anda dapat langsung dapatkan tanah strategis di daerah Duren Sawit ini."
las8965023,Dijual Harga NJOP Kavling Komersial Lokasi strategis depan Fatmawati City Center Jakarta Selatan,Rp 757 Miliar Total,"Rp 32,2 Juta /m²",23496 m²,HGB,,Tanah,Dijual,"Cilandak, Jakarta Selatan",Jakarta Selatan,Cilandak,"Dijual Harga NJOP Kavling Komersial Lokasi strategis depan Fatmawati City Center Jakarta Selatan

Dekat dengan BNI Fatmawati dan RS Fatmawati, lokasi terbaik untuk Restoran, Showroom, Gedung bahkan komplek Cluster premium

Lokasi begitu strategis hanya 10 menit menuju Kawasan perkantoran South Quarter!
luas tanah : 23.496 m

Sertifikat HGB atas nama Yayasan
Harga 32.263.000/meter nego

13667-EK"
Dijual,Rumah hitung tanah di area strategis Cipete,"Rp 6,88 Triliun Total","Rp 13,1 Miliar /m²",525 m² (35x15m),SHM,,35x15 m,Tanah,"Cipete, Jakarta Selatan",Jakarta Selatan,Cipete,"Lokasi strategis, terletak di jalan pintas antara Fatmawati dan Antasari, jalan hidup, diatas tanah berdiri rumah seluas 150 m2, masih layak huni."
las8772309,DIJUAL MURAH KAVLING RESIDENCE PIK 2 JARANG ADA,Rp 12 Miliar Total,Rp 20 Juta /m²,600 m² (30x20m),PPJB,30x20 m,Tanah,Dijual,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"DIJUAL KAVLING RESIDENCE PIK 2
LT 600 meter
Ukuran 20x30
Harga 20jt/m

Ready to Survey
Info Lebih Lanjut 
Hubungi
Ghea Lot Property
08778646xxxx"
las8771775,TANAH 180 M DI CLUSTER SOUTH THAMES LEGALITAS PPJB SIAP AJB DI JGC,"Rp 2,07 Miliar Total","Rp 11,5 Juta /m²",180 m²,PPJB,,Tanah,Dijual,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,Jakarta Garden City,"Dijual Tanah 
PPJB siap AJB di JGC Jakarta Garden City

Huk 180m² (12x15)
Jakarta Garden City JGC 
Cluster South Thames 
Lokasi Terbaik (Pas Depan Pintu Masuk)

Harga jual 11,5jt/m 

NJOP Tahun 2024 14jtan/m


#CHEN"
Dijual,Dijual Tanah Kavling Komersil Pik 2 Posisi Boulevard,"Rp 23,1 Miliar Total",Rp 22 Juta /m²,1050 m² (35x30m),Lainnya,,35x30 m,Tanah,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"DIJUAL 
KAVLING KOMERSIL PIK 2
Ukuran 1050 m2
Kavling bentuk kotak 
Boulevard utama

HARGA : 22 JUTA/M
CASH KERAS !"
las4076913,"Dijual Tanah 2164 m², di bawah NJOP, Cengkareng Barat Jakarta Barat",Rp 27 Miliar Total,"Rp 12,5 Juta /m²",2164 m²,SHM,,Tanah,Dijual,"Cengkareng, Jakarta Barat",Jakarta Barat,Cengkareng,"Kesempatan terbatas, dapatkan tanah kavling di Cengkareng Barat dengan LT 2164 m², di bawah NJOP.

Spesifikasi Utama:
Luas Tanah: 2164 m²
Kontur Persegi Panjang
Peruntukan Hotel ,warehouse, office building dll

Keunggulan:
Lebar jalan 12m
2 km dari Bandara Soekarno-Hatta
20 menit ke PIK 1
45 menit ke Monas

Legalitas:
SHM
Harga 12,5juta/m² (Nego)"
las8975851,Kavling Premium Ebony Pik 473meter Posisi Badan Hadap Selatan,"Rp 24,1 Miliar Total",Rp 51 Juta /m²,473 m²,SHM,,Tanah,Dijual,"Pantai Indah Kapuk, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk,"*Kavling premium EBONY PIK

Ebony 
Badan
Hdp Selatan.
15 x 31,5 = 473 m2.

Rp 51 jt/m

Hubungi - DANI BUNAWAN
08788853xxxx
Gary "
las8976180,Kemanggisan - Cash Only Tanah Komersil 1912 M² Di Kemanggisan,"Rp 35,4 Miliar Total",,1912 m²,HGB,,Tanah,Dijual,"Kemanggisan, Jakarta Barat",Jakarta Barat,Kemanggisan,"Di Jual Lelang ... 

Tanah dan Ruko Komersil depan Jalan Utama di JL Kemanggisan Utama Raya, Kemanggisan, Jakarta Barat 

LT. 1912 m2
Hadap Selatan 
Legalitas SHGB 

Cocok untuk : 
• Kantor 
• Gudang
• Showroom 
• Tempat Kuliner 

Lokasi strategis, Dekat akses Tol 
Depan Jalan Raya
Samping SPBU Shell 
Dekat Slipi Plaza
Sarana pendidikan, Olahraga, Hiburan, SPBU 
Fasilitas Perbankan dan Kesehatan 

Harga Rp 35,4 M Cash Only 

Minat serius ? ... Hubungi 
Lastri Chan - Konsultan Lelang 
WA/Hp 08778087xxxx
Better Property - Specialis Lelang"
las8955410,Tanah Pinggir Jalan Di Marunda Jakarta Utara,Rp 14 Miliar Total,,2000 m²,SHM,,Tanah,Dijual,"Marunda, Jakarta Utara",Jakarta Utara,Marunda,"Tanah pinggir jalan lokasi strategis, bisa buat garasi mobil, bengkel, dan lain sebagainya akses jalan lebar bisa akses 2 mobil, tanah sudah di uruk dan padat saat ini sedang disewa untuk garasi, lokasi di marunda sungai tiram jakarta utara surat SHM 
08129072xxxx"
Dijual,Tanah 200 m2 SHM di Komplek Billymoon Pondok Kelapa Jakarta Timur,"Rp 10,5 Juta Total",,200 m² (20x10m),SHM,,20x10 m,Tanah,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,Pondok Kelapa,"Jual Cepat Kavling Siap Bangun Lokasi Sangat Strategis di Billymoon Pondok Kelapa Duren Sawit Jakarta Timur.

SHM
Luas tanah : 200 m2 (10x20)
Akses Jalan : 2 mobil lebar
Bebas Banjir ? : Ya
Hadap : Selatan 


Keunggulan :

- Lokasi strategis aman asri
- Bebas banjir
- Dekat Fasilitas umum.
- Dekat Superindo
- Dekat sekolah SD,SMP SMU dan Universitas 
- Dekat tol becakayu 

Harga : 2,5M nego"
Dijual,Kavling Komersil Kecil Tb Simatupang Jaksel Izin 11 Lantai Harga Terbaik Nego Bagus,"Rp 10,1 Miliar Total",Rp 22 Juta /m²,463 m² (25x20m),SHM,,25x20 m,Tanah,"TB Simatupang, Jakarta Selatan",Jakarta Selatan,TB Simatupang,"Tanah Komersial Termurah karena harga nego sampai jadi. Lokasi pinggir jalan TB Simatupang dekat PKS, Green Tower GKM, Aston Priority Simatupang. 
Luas 463m2 SHM lebar muka 9m pinggir jalan raya TB Simatupang dan lebar muka sisi jalan lingkungan (jln 2 mobil) sekitar 20m. 

Harga 22jt/m NEGO Bagus buat peminat serius DIJAMIN. Ingat Nego sampai jadi

Bonus bangunan belum jadi 2 lantai utk kantor luas 500m2.
Namun apabila bangunan dirubuhkan maka di lokasi tsb mendapatkan izin untuk Kantor 11 lantai plus basement

Lahan tsb mempunyai intensitas sbb
KDB 55%
KLB 6,52
KDH 20%
KTB 60%
plus TPZ Bonus

dimungkinkan untuk bangunan 11 lantai dengan luas maksimum bangunan 3000m2 dan basement.

Hub wisjnu untuk info lebih detail atau sekedar diskusi properti

Tersedia opsi lain tanah Komersil di sekitar mulai luas 450, 4000 (gabung dg peruntukan hunian) dan 750m2 semua dengan plus minusnya masing-masing

Saya juga menerima titipan jual sewa properti apapun di lokasi manapun Silakan cek listing sy di profil

Untuk rekan p"
Dijual,Tb Simatupang Zona Ungu Termurah Harga Nego Bagus,"Rp 77,6 Miliar Total",,3884 m²,SHM,,-x19 m,Tanah,"TB Simatupang, Jakarta Selatan",Jakarta Selatan,TB Simatupang,"Video ada di tiktok akun @wisjnuagenproperti Foto Udara 050125
Tanah Komersil Termurah di TB Simatupang luas 3884m2 SHM ada 3 muka jalan, dg lebar muka 19m pinggir jalan raya TB Simatupang, 38m sisi jalan AMD (lebar jalan 2 mobil) dan 16m sisi Gg Pandawa (lebar jalan 1 mobil). Lokasi sisi Fly Over Tanjung Barat. Dekat Gerbang Tol Lenteng Agung, Stasiun Tanjung Barat, AEON

Tanah terdiri dari zona ungu (k1) untuk sisi TB Simatupang seluas 800 m2 dan kuning (R1) sisanya 3000m2. Sesuai aturan tata ruang DKI (Pergub no 31 Tahun 2022), dimungkinkan keseluruhan dipergunakan untuk kegiatan komersil

Harga keseluruhan 20juta/m2 NEGO SAMPAI JADI

Untuk bidang yang termasuk ungu/komersil K1 mendapatkan intensitas sbb:
KDB 55%
KLB 6,52
KDH 20%
KTB 60%

Sesuai aturan tata ruang, untuk penggunaan lahan dan kegiatan maksimal bisa mengikuti strata tertinggi (K1) sehingga dimungkinkan untuk Gedung 11 lantai dengan basement untuk parkir. Luas bangunan 11 lantai sekitar 9.700m2, dengan kapasitas parkirmobil 164"
las3923583,Tanah Komersil Termurah di Tb Simatupang Harga Bagus Kontak Saya,"Rp 77,6 Miliar Total",Rp 20 Juta /m²,3884 m² (19x100m),SHM,19x100 m,Tanah,Dijual,"TB Simatupang, Jakarta Selatan",Jakarta Selatan,TB Simatupang,"Video di Toktok @wisjnuagenproperti
Tanah luas 3884m2 ngantong SHM ada 3 muka jalan, dg lebar muka 19m pinggir jalan raya TB Simatupang.Tanah terdiri dari zona ungu (k1) untuk sisi TB Simatupang seluas 990 m2 dan kuning (R1) sisanya 3000m2.Harga keseluruhan 20juta/m2 NEGO SAMPAI JADI (KONTAK SY UNTUK LEBIH JELASNYA)
Untuk bidang yang termasuk ungu/komersil K1 mendapatkan intensitas sbb:KDB 55%KLB 6,52KDH 20%KTB 60%plus sesuai TPZ mendapakan Bonus sesuai aturan tata ruang DKI yg barudimungkinkan untuk bangunan 11 lantai dengan luas maksimum bangunan 6000m2 dan basement.Hub wisjnu untuk info lebih detail atau sekedar diskusi properti
Tersedia opsi lain tanah Komersil di sekitar mulai luas 450, 4000 (gabung dg peruntukan hunian) dan 750m2 semua dengan plus minusnya masing-masing
Saya juga menerima titipan jual sewa properti apapun di lokasi manapun Silakan cek listing sy di profil
Untuk rekan penilai yg cari data banding mohon info di awal karena Sy jg penilai yg siap bantu kebutuhannya."
las8918676,Tanah Murah Luas 1.8 Hektar Akses. Kontainer Di Cakung Jakarta Timur Tanah di Cakung 18000.0 SHM m²,Rp 99 Miliar Total,"Rp 5,5 Juta /m²",18000 m²,SHM,,Tanah,Dijual,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,"Di jual Tanah padat Cakung Jaktim 
Luas 1,8ha
Peruntukan: 
Depo kontainer, Pabrik, Gudang, Perumahan.
Terdiri dari 2 sertifikat sudah SHM
Harga 5,5jt/m²

fer@ghi"
las8862170,Kavling Hook Dijual Puri Botanical Cluster Cordia Joglo 324m2,"Rp 4,8 Miliar Total",,324 m² (18x18m),HGB,18x18 m,Tanah,Dijual,"Joglo, Jakarta Barat",Jakarta Barat,Joglo,"Kavling di Jual di Puri Botanical, Mega Kebon Jeruk. Posisi HOEK

Luas Tanah : 324m2
Dimensi : 18m x 18m
Sertifikat : HGB, masih Perpanjang          
Hadap : Selatan Barat

Untuk Informasi dan Survey Hubungi :
Frisca  08138887xxxx

Update properti dan informasi cek :
Instagram: @frisca.interpro
Website: www.interpro.id

Interpro Properti
Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

✅ Agen properti spesialis Jakarta Barat
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
las8866136,"FRANS CEN-Dijual tanah di duri kepa- JakBar.jarang ada.jalan lebar.hadap Utara Timur.FRANS CEN-Dijual tanah di duri kepa- JakBar.jarang ada.jalan lebar.hadap Utara Timur.Luas 399m2, (19.9 x 19.9)","Rp 6,58 Miliar Total","Rp 16,5 Juta /m²",399 m²,HGB,,Tanah,Dijual,"Duri Kepa, Jakarta Barat",Jakarta Barat,Duri Kepa,"FRANS CEN-Dijual tanah di duri kepa- JakBar.jarang ada.jalan lebar.hadap Utara Timur.wow
● Kavling HUK kotak siap bangun
Luas 399m2, (19.9 x 19.9)
● Hadap Utara Timur (sirkulasi bagus)
● Depan taman (parkir lega)
● Dalam komplek perumahan, tenang dan asri
● Surat SHM, peninggian jalan komplek di mid 2025
● Open price 6.5M (nego) atau 16jt-an per meter
Hub frans cen 08788153xxxx bisa wa/telp Atau 08788860xxxx bisa wa/telp

Siap membantu KPR Bank 
Hubungi Frans Cen lagi.Frans Cen lagi 
Bisa titip jual-beli-sewa property"
las3655775,Dijual Cepat Kavling Puri Indah depan Taman,"Rp 5,65 Miliar Total",Rp 23 Juta /m²,246 m² (21x11m),PPJB,21x11 m,Tanah,Dijual,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Kavling Siap Bangun dalam kompleks. Lokasi Tenang, Nyaman dan Aman. Mudah dijangkau dan tidak jauh dari tempat Ibadah."
